persona,camara,emocion,feature_path
p115,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Asco_000951.npy
p115,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Enojo_000952.npy
p115,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Felicidad_000953.npy
p115,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Miedo_000954.npy
p115,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Neutral_000955.npy
p115,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Sorpresa_000956.npy
p115,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p115_camaraWeb_Tristeza_000957.npy
p116,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Asco_000972.npy
p116,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Enojo_000973.npy
p116,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Felicidad_000974.npy
p116,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Miedo_000975.npy
p116,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Neutral_000976.npy
p116,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Sorpresa_000977.npy
p116,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraInfrarroja_Tristeza_000978.npy
p116,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Asco_000965.npy
p116,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Enojo_000966.npy
p116,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Felicidad_000967.npy
p116,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Miedo_000968.npy
p116,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Neutral_000969.npy
p116,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Sorpresa_000970.npy
p116,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p116_camaraWeb_Tristeza_000971.npy
p117,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraInfrarroja_Asco_000985.npy
p117,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraInfrarroja_Felicidad_000986.npy
p117,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraInfrarroja_Miedo_000987.npy
p117,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraInfrarroja_Neutral_000988.npy
p117,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraInfrarroja_Sorpresa_000989.npy
p117,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraInfrarroja_Tristeza_000990.npy
p117,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraWeb_Asco_000979.npy
p117,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraWeb_Felicidad_000980.npy
p117,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraWeb_Miedo_000981.npy
p117,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraWeb_Neutral_000982.npy
p117,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraWeb_Sorpresa_000983.npy
p117,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p117_camaraWeb_Tristeza_000984.npy
p118,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraInfrarroja_Asco_000995.npy
p118,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraInfrarroja_Felicidad_000996.npy
p118,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraInfrarroja_Neutral_000997.npy
p118,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraInfrarroja_Tristeza_000998.npy
p118,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraWeb_Asco_000991.npy
p118,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraWeb_Felicidad_000992.npy
p118,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraWeb_Neutral_000993.npy
p118,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p118_camaraWeb_Tristeza_000994.npy
p119,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraInfrarroja_Enojo_001004.npy
p119,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraInfrarroja_Miedo_001005.npy
p119,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraInfrarroja_Neutral_001006.npy
p119,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraInfrarroja_Sorpresa_001007.npy
p119,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraInfrarroja_Tristeza_001008.npy
p119,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraWeb_Enojo_000999.npy
p119,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraWeb_Miedo_001000.npy
p119,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraWeb_Neutral_001001.npy
p119,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraWeb_Sorpresa_001002.npy
p119,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p119_camaraWeb_Tristeza_001003.npy
p120,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraInfrarroja_Asco_001015.npy
p120,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraInfrarroja_Enojo_001016.npy
p120,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraInfrarroja_Felicidad_001017.npy
p120,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraInfrarroja_Neutral_001018.npy
p120,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraInfrarroja_Sorpresa_001019.npy
p120,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraInfrarroja_Tristeza_001020.npy
p120,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraWeb_Asco_001009.npy
p120,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraWeb_Enojo_001010.npy
p120,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraWeb_Felicidad_001011.npy
p120,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraWeb_Neutral_001012.npy
p120,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraWeb_Sorpresa_001013.npy
p120,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p120_camaraWeb_Tristeza_001014.npy
p121,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p121_camaraInfrarroja_Neutral_001023.npy
p121,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p121_camaraInfrarroja_Tristeza_001024.npy
p121,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p121_camaraWeb_Neutral_001021.npy
p121,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p121_camaraWeb_Tristeza_001022.npy
p122,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraInfrarroja_Asco_001030.npy
p122,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraInfrarroja_Enojo_001031.npy
p122,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraInfrarroja_Miedo_001032.npy
p122,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraInfrarroja_Neutral_001033.npy
p122,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraInfrarroja_Sorpresa_001034.npy
p122,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraWeb_Asco_001025.npy
p122,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraWeb_Enojo_001026.npy
p122,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraWeb_Miedo_001027.npy
p122,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraWeb_Neutral_001028.npy
p122,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p122_camaraWeb_Sorpresa_001029.npy
p123,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p123_camaraInfrarroja_Felicidad_001037.npy
p123,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p123_camaraInfrarroja_Neutral_001038.npy
p123,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p123_camaraWeb_Felicidad_001035.npy
p123,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p123_camaraWeb_Neutral_001036.npy
p124,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraInfrarroja_Asco_001044.npy
p124,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraInfrarroja_Enojo_001045.npy
p124,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraInfrarroja_Miedo_001046.npy
p124,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraInfrarroja_Neutral_001047.npy
p124,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraInfrarroja_Sorpresa_001048.npy
p124,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraWeb_Asco_001039.npy
p124,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraWeb_Enojo_001040.npy
p124,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraWeb_Miedo_001041.npy
p124,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraWeb_Neutral_001042.npy
p124,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p124_camaraWeb_Sorpresa_001043.npy
p125,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Asco_001056.npy
p125,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Enojo_001057.npy
p125,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Felicidad_001058.npy
p125,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Miedo_001059.npy
p125,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Neutral_001060.npy
p125,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Sorpresa_001061.npy
p125,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraInfrarroja_Tristeza_001062.npy
p125,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Asco_001049.npy
p125,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Enojo_001050.npy
p125,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Felicidad_001051.npy
p125,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Miedo_001052.npy
p125,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Neutral_001053.npy
p125,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Sorpresa_001054.npy
p125,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p125_camaraWeb_Tristeza_001055.npy
p126,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p126_camaraInfrarroja_Asco_001063.npy
p126,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p126_camaraInfrarroja_Miedo_001066.npy
p126,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p126_camaraInfrarroja_Neutral_001067.npy
p126,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p126_camaraInfrarroja_Sorpresa_001068.npy
p126,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p126_camaraInfrarroja_Tristeza_001069.npy
p127,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Asco_001070.npy
p127,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Enojo_001071.npy
p127,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Felicidad_001072.npy
p127,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Miedo_001073.npy
p127,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Neutral_001074.npy
p127,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Sorpresa_001075.npy
p127,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p127_camaraInfrarroja_Tristeza_001076.npy
p128,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraInfrarroja_Asco_001083.npy
p128,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraInfrarroja_Enojo_001084.npy
p128,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraInfrarroja_Felicidad_001085.npy
p128,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraInfrarroja_Miedo_001086.npy
p128,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraInfrarroja_Neutral_001087.npy
p128,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraInfrarroja_Tristeza_001088.npy
p128,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraWeb_Asco_001077.npy
p128,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraWeb_Enojo_001078.npy
p128,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraWeb_Felicidad_001079.npy
p128,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraWeb_Miedo_001080.npy
p128,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraWeb_Neutral_001081.npy
p128,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p128_camaraWeb_Tristeza_001082.npy
p129,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p129_camaraInfrarroja_Neutral_001091.npy
p129,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p129_camaraInfrarroja_Sorpresa_001092.npy
p129,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p129_camaraWeb_Neutral_001089.npy
p129,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p129_camaraWeb_Sorpresa_001090.npy
p130,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraInfrarroja_Asco_001098.npy
p130,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraInfrarroja_Neutral_001100.npy
p130,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraWeb_Asco_001093.npy
p130,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraWeb_Enojo_001094.npy
p130,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraWeb_Felicidad_001095.npy
p130,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraWeb_Neutral_001096.npy
p130,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p130_camaraWeb_Sorpresa_001097.npy
